"Feature ID"	"LNTcon1"	"LNTcon2"	"LNTcon3"	"LNTfh1"	"LNTfh2"	"LNTfh3"	"LNTreg1"	"LNTreg2"	"LNTreg3"	"LNTfr1"	"LNTfr2"	"LNTfr3"	"SpleenTcon1"	"SpleenTcon2"	"SpleenTcon3"	"SpleenTfh1"	"SpleenTfh2"	"SpleenTfh3"	"SpleenTreg1"	"SpleenTreg2"	"SpleenTreg3"	"SpleenTfr1"	"SpleenTfr2"	"SpleenTfr3"	"BloodTcon1"	"BloodTcon2"	"BloodTcon3"	"BloodTfh1"	"BloodTfh2"	"BloodTfh3"	"BloodTreg1"	"BloodTreg2"	"BloodTreg3"	"BloodTfr1"	"BloodTfr2"	"BloodTfr3"	"EZH2EXP_F_p_Treg_1"	"EZH2EXP_F_p_Treg_2"	"EZH2EXP_F_p_Treg_3"	"EZH2EXP_F_p_Tfr_1"	"EZH2EXP_F_p_Tfr_2"	"EZH2EXP_F_p_Tfr_3"	"FoxDownFoxP_Tfr_1"	"FoxDownFoxP_Tfr_2"	"FoxDownFoxP_Tfr_3"	"FoxDownFoxMTfr_1"	"FoxDownFoxMTfr_2"	"FoxDownFoxMTfr_3"	"FoxDown_Tfh_1"	"FoxDown_Tfh_2"	"FoxDown_Tfh_3"	"HDM_OVA_Tcon_1"	"HDM_OVA_Tcon_2"	"HDM_OVA_Tfh_1"	"HDM_OVA_Tfh_2"	"HDM_OVA_Tfr_1"	"HDM_OVA_Tfr_2"	"HDM_Tfh_1"	"HDM_Tfh_2"	"HDM_Tfr_1"	"HDM_Tfr_2"	"FoxF_CreN_Tcon_1"	"FoxF_CreN_Tcon_2"	"FoxF_CreN_Tcon_3"	"FoxF_CreN_Tcon_4"	"FoxF_CreN_Treg_1"	"FoxF_CreN_Treg_2"	"FoxF_CreN_Treg_3"	"FoxF_CreN_Treg_4"	"FoxF_CreN_ICOS_1"	"FoxF_CreN_ICOS_2"	"FoxF_CreN_ICOS_3"	"FoxF_CreN_ICOS_4"	"FoxF_CreN_Tfr_1"	"FoxF_CreN_Tfr_2"	"FoxF_CreN_Tfr_3"	"FoxF_CreN_Tfr_4"	"LN_tfr_treg"	"LN_tfr_tfh"	"LN_tfr_tcon"	"SP_tfr_treg"	"SP_tfr_tfh"	"SP_tfr_tcon"	"BL_tfr_treg"	"BL_tfr_tfh"	"BL_tfr_tcon"	"diffexpressed_FC"
"Syngr2"	14.658	1.478	21.756	60.917	62.006	76.035	18.562	30.931	3.197	81.854	32.432	99.021	24.809	29.948	28.277	36.513	45.75	15.239	17.93	17.696	28.846	50.496	46.974	64.104	26.068	6.688	0.54	29.621	24.901	32.968	27.441	17.473	29.371	32.47	63.444	44.374	54.4340539441	35.696855609	27.9239813876	3.2344782443	61.9511120861	103.3880255989	115.0674423065	64.6046075352	59.6221340785	19.5578769349	70.2962073894	68.0010643645	28.3678405349	6.4803098157	26.2652661607	2.92375006	7.93578364	56.9433088	62.6231247	70.4303533	65.6788052	30.5534009	19.8008725	75.3480713	36.0603675	21.205171452	20.0799684744	1.1032498431	39.0421356508	72.046851038	14.1338332672	14.2999513802	51.7713271982	69.1056532411	9.7162440332	74.5060340802	99.7241276469	118.026653369	64.817335489	102.7402794997	129.8347651542	"4.40976187910785"	"1.32009805502693"	"5.58425433210533"	"2.81628555493586"	"1.38295949387889"	"1.78576228029848"	"1.61706934878467"	"1.4980588096283"	"6.63486842105263"	"UP"
"Cebpb"	0	4.063	8.122	11.154	15.754	11.367	24.363	13.404	12.788	58.935	67.975	46.066	13.467	11.007	35.851	13.898	10.326	14.223	1.055	11.45	4.438	46.326	50.364	34.221	0.832	8.5	10.527	18.871	0	4.243	13.124	23.673	11.861	73.486	1.094	30.978	5.8703391508	0	0	14.1508423188	0	0	70.0632870933	113.6713980682	40.4578766961	25.3101936805	11.2821073588	54.6965082932	16.9856822956	23.2342815344	20.8020907992	1.46187503	2.38073509	8.31756196	9.94946841	1.1937348	21.5661748	1.97118716	10.3954581	37.3677427	30.6720368	20.3895879346	0	1.1032498431	4.5931924295	0	21.2007499008	1.09999626	8.0533175642	31.8949168805	29.1487320996	29.5298305805	50.7940650164	84.0939905254	20.3711625822	67.7239295579	120.6429233734	"4.3968218442256"	"5.18474531538665"	"14.5052916564115"	"10.4384858044164"	"3.33328536480069"	"3.43996435731789"	"2.36040841206949"	"7.30096629743106"	"3.64447058823529"	"UP"
"Snx25"	8.376	19.578	13.924	17.895	15.67	19.969	0	18.043	2.664	11.693	12.884	2.153	0.354	14.59	19.44	8.834	9.179	25.963	3.692	10.93	0	13.435	40.679	40.005	10.399	14.886	10.077	14.572	13.265	15.015	10.738	0	3.389	5.981	56.881	14.233	0	0	13.6214543354	8.8948151718	17.8215527919	0	3.3241705555	10.6311379488	2.1293619314	57.5231674557	6.0749808855	26.6091121426	41.1508797883	63.0644784504	16.5996482135	0	17.458724	9.59718687	2.34105139	9.54987842	0.98028067	5.42076468	10.3954581	4.90068757	6.21730475	0	17.5699724151	12.1357482737	0	0	0	5.4999813001	3.4514218132	23.2567102254	5.5521394475	22.7152542927	6.5240083507	0	5.5557716133	7.6959010861	0	"4.38926426426426"	"-1.53040280509707"	"-1.19079791328145"	"10.8355904658722"	"4.35831789955333"	"2.74194653872515"	"4.19976394216583"	"-1.02381788800674"	"1.36868929704779"	"UP"
"Recql4"	0	0	0	0.123	3.033	0	0	1.031	0.533	2.339	0	16.79	0	0	0.252	0.118	0	1.693	0	0	2.219	0	3.874	0	0	0	0	0	0	0.49	4.176	0	0	0	1.094	0	0	2.2310534756	0	0	0	0	3.0684651282	0.8177798422	0	4.6018533965	1.7357088244	0	0	0	0	0	0	0.63981246	0.58526285	0	0	0	8.91039264	15.9272346	5.80281777	0	0	1.1032498431	0	0	0	0	0	11.9605938302	13.1863311879	9.0861017171	0	0	25.9269341956	13.852621955	0	"4.38836772983114"	"19.0162601626016"	"Inf"	"NaN"	"-Inf"	"NaN"	"NaN"	"NaN"	"NaN"	"UP"
"Unc119"	0.698	0.554	5.802	25.004	33.614	31.489	5.221	45.366	12.255	26.661	53.758	54.246	6.202	4.351	0.757	54.769	50.77	30.929	88.596	23.421	19.416	77.828	65.377	58.32	4.853	14.584	9.807	10.988	10.24	15.015	0	25.927	12.426	26.489	19.69	50.234	17.6110174525	0.5577633689	46.3129447405	37.1964998094	46.6754954073	41.3552102396	39.8900466662	76.0535253262	53.7663887672	77.0810443906	53.8069735573	22.1742601189	29.0682810419	56.2680559608	23.3235563507	2.19281255	2.38073509	33.2702478	22.5326196	46.5556573	38.2309463	18.726278	28.2162433	27.5663676	14.9215314	5.7090846217	3.3466614124	31.9942454488	0	6.8616048608	17.1625118245	41.7998578805	23.0094787548	33.8883491856	47.887202735	51.7907797874	41.4740530868	13.277998504	3.7038477422	41.9426609194	18.3836835617	"4.38661770705834"	"1.70719933945187"	"77.0171919770774"	"2.79138380086247"	"1.28770927713216"	"15.0257412089175"	"2.13173990020924"	"2.41072078631234"	"2.70102987661874"	"UP"
"AA474331"	8.376	5.91	5.802	5.761	6.992	1.69	1.74	1.031	0	8.887	4.443	0	4.43	0	16.411	14.252	8.462	3.838	8.438	0	0	4.169	12.591	15.905	1.803	8.112	12.327	7.644	5.818	11.261	0	0	10.732	13.672	0	9.21	19.7456862346	0	0	0	0	9.6003166628	2.3013488461	0.8177798422	4.2587238627	0	0	0	5.078193676	2.3708450545	6.3036638786	0	2.38073509	0	1.17052569	0	17.6450521	0.98559358	0	0.61258595	5.38833078	5.7090846217	0	4.4129993723	0	9.148806481	29.2772260535	0	0	3.3223871751	0	4.0887457727	5.5920071578	0	1.8519238711	10.3894664663	0	"4.3094083414161"	"-1.29664641008328"	"-1.33018230925051"	"Inf"	"1.48794611203025"	"2.84221218961625"	"Inf"	"1.20486656200942"	"1.1353550295858"	"UP"
"Itgb8"	0	0	0	12.012	2.443	0	9.281	8.248	31.969	79.983	39.985	25.401	0	0	0	9.54	17.784	7.789	0.527	19.258	16.642	68.563	37.289	57.356	0	0.992	0	0	0	0.163	69.198	15.782	3.389	23.926	1.094	47.723	14.9426814749	15.0596109601	8.1728726013	9.2991249523	0	106.3419691874	60.3464808541	13.0844774755	44.184260076	10.354170142	0	44.3485202377	5.2533038028	3.0030704024	5.2530532321	0	4.76147018	0	3.51157708	75.2052925	28.4281395	26.6110266	13.8606108	76.5732432	72.1207351	0	0	0	0	8.0052056709	17.1625118245	2.19999252	24.1599526925	67.7766983711	14.5743660498	23.6238644644	34.9500447361	0	37.0384774223	11.9286466835	6.8938813356	"4.30826419566857"	"16.367171510438"	"Inf"	"3.44646076192765"	"6.01215932914046"	"Inf"	"1.51603092130275"	"Inf"	"Inf"	"UP"
"BC064078"	0	0.923	0	4.29	0.337	0.307	0	1.547	2.664	5.145	6.664	9.041	0	0	0	5.771	0.43	10.272	1.582	0	0	12.971	0	2.892	0.832	0.173	0	0.478	0.465	0	0	1.127	0	0	0	0.837	0	0	0	0	0	0	3.8355814102	0	0	0	0	0	3.6773126619	0.7902816848	0.6303663879	0	0	0	0	0	14.7042101	2.46398395	7.92034901	1.83775784	0.41448698	0	0	0	0	0	0	1.09999626	17.2571090661	13.9540261352	2.7760697238	49.5192543581	4.1940053683	4.4259995013	5.5557716133	25.0116785299	6.8938813356	"4.30769230769231"	"19.7744807121662"	"Inf"	"Inf"	"-1.99550484094053"	"Inf"	"NaN"	"-Inf"	"-Inf"	"UP"
"Twsg1"	2.094	5.541	29.008	16.547	21.904	16.897	22.623	19.074	38.363	96.822	106.183	96.868	4.43	13.822	14.896	38.515	36.571	25.172	17.403	15.614	66.568	67.173	61.502	110.374	28.703	17.561	12.237	26.038	10.007	7.018	27.441	9.018	27.677	123.9	66.726	56.932	7.4713407374	12.8285574845	109.6527074003	46.8999345422	49.2214315205	56.1249281822	107.9076903407	66.2401672196	99.0153298089	31.0625104261	85.9175868093	17.7394080951	106.4669570693	91.0404500939	84.0488517141	5.11656261	7.14220527	35.1896852	29.8484052	77.5927621	51.9548757	51.2508661	29.7013088	62.4837665	70.8772741	0.8155835174	20.9166338276	33.0974952919	6.8897886443	44.6004315949	97.9272733514	61.5997905607	42.5675356963	47.1778978858	53.4393421825	54.5166103025	57.3180733671	11.8026653369	35.1865535512	72.7262652639	80.4286155822	"4.28183706847014"	"5.73285198555957"	"17.4820429525356"	"3.85985174969833"	"1.83678324355364"	"4.85986109101433"	"2.4316169235815"	"6.6679324472869"	"3.79966972268094"	"UP"
"Acot7"	1.396	0	0	94.623	85.005	65.589	50.466	12.888	25.042	166.047	61.755	107.201	31.542	1.28	22.722	79.975	50.339	101.254	59.064	9.369	32.174	96.822	48.911	97.843	12.895	22.307	16.465	58.764	34.676	78.993	37.582	14.655	56.483	83.739	36.098	44.374	5.8703391508	15.6173743289	0.6810727168	90.9697006207	144.2697130772	152.1280948098	158.0259541009	109.5824988572	67.0749008383	41.4166805681	20.8285058932	22.1742601189	63.0396456331	45.5202250469	43.7054028913	1.46187503	0	15.355499	72.8652245	63.2679445	106.850593	67.0203633	41.5818323	92.5004778	118.957764	0	0	0	0	8.0052056709	2.0191190382	41.7998578805	56.3732229492	77.0793824613	97.1624403319	57.6967459035	157.5082016105	48.6859945147	57.4096400045	85.8092971103	96.5143386987	"4.28084817506589"	"1.26111405211458"	"Inf"	"3.00932429912352"	"1.21065332916536"	"4.26115658832849"	"1.18072481507104"	"-1.32428899806193"	"2.69505010628606"	"UP"
"Slc17a5"	0	10.712	1.74	4.535	8.846	11.06	0.58	5.155	27.706	21.984	17.771	24.54	7.974	0	3.03	13.192	10.613	15.239	0	0	0	3.706	14.044	28.919	0.555	11.563	17.725	22.932	29.556	10.282	5.965	12.4	20.899	22.217	122.513	16.745	0.5336671955	0	2.0432181503	36.3878802483	0	36.1858089596	41.935690085	44.1601114797	34.6021313848	35.6643638225	0	0	24.1651974927	21.3376054908	17.8603809892	16.8115628	0	5.11849967	15.5094655	41.7807181	5.88168404	9.363139	14.3556326	39.2055005	8.28973966	3.2623340695	15.0599763558	14.3422479598	0	14.8668105316	0	15.3999476402	13.8056872529	0	23.596592652	6.8145762878	0	22.1299975067	27.7788580667	8.0806961404	0	"4.26459747817653"	"2.48519104680081"	"12.6344827586207"	"Inf"	"1.06458459672529"	"4.63498349834984"	"1.7916935483871"	"-1.03218256290228"	"1.92138718325694"	"UP"
"Cd38"	0	0	0	7.599	6.318	7.219	0	3.609	18.116	11.693	15.106	35.303	20.556	0.768	0	12.132	16.636	12.53	17.403	8.848	6.657	47.253	47.943	28.919	2.773	5.652	1.799	6.689	0.233	4.08	0	7.327	0.565	43.579	0	0.837	9.6060095196	6.1353970578	8.853945318	18.1939401241	6.7891629683	22.154576914	3.0684651282	86.6846632751	16.5025549681	46.0185339646	52.0712647329	31.0439641664	0.1751101268	12.3283942835	0	0	0	29.4313731	0.29263142	3.58120441	0.98028067	6.40635826	10.8904799	31.2418832	4.9738438	0	0	0	0	28.5900202532	6.0573571145	3.29998878	32.2132702567	17.9408907453	0	13.1748474898	14.4460184909	0	64.817335489	8.850286249	22.9796044521	"4.18564699362704"	"2.09253359191024"	"Inf"	"5.34052893309222"	"3.77118914604948"	"61.52734375"	"1.48141592920354"	"-4.87455197132617"	"-3.31302270011947"	"UP"
"Fosb"	11.866	7.018	9.573	22.92	1.685	17.204	35.384	0.516	0	9.823	0	2.153	3.898	0	9.089	8.48	6.024	8.918	0	0	6.657	5.096	8.717	7.23	1.248	2.718	1.799	18.155	0.698	22.196	0	0	2.259	59.814	0	19.256	2.6683359777	0.5577633689	0	0	12.7296805656	4.4309153828	21.9906667519	67.0579470618	30.8757480049	5.7523167456	111.0853647635	206.9597611093	21.8887658448	12.6445069575	17.0198924721	0	0	0.63981246	2.92631424	0	0	2.95678074	0	5.51327351	0	2.4467505522	0	0	0	0	0	8.7999700801	0	0	0.6940174309	2.7258305151	0	0	0	0	0	"4.17248062015504"	"-7.99071063632141"	"-4.44635392475615"	"Inf"	"-1.17289073305671"	"1.85479733196511"	"Inf"	"1.06064445056458"	"10.7037242912729"	"UP"
"Il2"	0	0.554	0.29	1.226	11.205	1.69	0.58	0.516	0	0.935	2.666	2.153	0.886	0	1.767	1.296	4.446	2.596	0.527	0	0	6.949	1.453	1.928	0.277	1.726	0.54	2.15	3.025	3.427	5.965	2.255	0.565	5.127	3.282	9.21	1.0673343911	1.1155267378	0	6.4689564886	0.848645371	0.7384858971	0.5114108547	2.4533395267	4.2587238627	0	0	0	1.0506607606	2.5289013915	2.1012212929	0	0	5.75831212	9.65683698	1.1937348	0.98028067	9.85593579	11.3855017	0	0	0.8155835174	1.6733307062	8.8259987445	0	0	0	0	1.1504739377	20.5988004853	1.3880348619	0.9086101717	14.9120190874	28.0313301751	16.66731484	2.6935653801	34.4694066781	"4.17248062015504"	"1.27396449704142"	"7.42413793103448"	"Inf"	"-1.34647302904564"	"2.17607223476298"	"2.27361419068736"	"1.69487603305785"	"9.49444444444444"	"UP"
"Osbpl3"	0.698	5.171	3.481	56.504	35.552	66.05	27.843	23.199	59.142	152.951	114.624	102.895	0.177	12.542	9.089	30.859	52.491	60.504	24.259	35.392	66.568	135.737	152.545	122.906	3.328	23.903	11.787	39.176	50.036	33.295	41.161	9.018	57.047	72.631	122.513	106.329	28.8180285587	37.9279090846	0.6810727168	137.869635163	112.4455116631	66.4637307421	107.396279486	108.7647190149	77.1893700123	26.4606570296	11.2821073588	19.217692103	29.768721549	49.4716334711	57.1532191656	2.19281255	1.58715673	45.4266845	26.922091	126.535889	88.2252607	48.7868821	76.728381	51.4572194	93.2595712	7.3402516565	0	2.2064996861	2.2965962148	6.8616048608	69.6596068169	10.9999626001	10.3542654396	116.2835511269	42.3350632874	174.4531529682	102.9861318222	146.0579835441	133.3385187202	63.8759790148	116.0470024829	"4.11679775886219"	"2.02859974515079"	"32.9284688307958"	"3.83524525316456"	"2.5859099655179"	"14.9342061832985"	"2.58324627681543"	"2.71413620584031"	"9.02087045049631"	"UP"
"Fadd"	13.262	4.802	0.29	9.928	2.022	0.768	0	1.031	4.795	4.21	17.327	0.431	0	1.536	8.836	3.769	4.016	4.402	0.527	0	0	2.316	1.453	0.482	0.139	0.561	1.44	1.672	0	1.632	2.386	4.509	1.694	2.563	0	5.861	4.8030047598	2.7888168445	10.2160907516	1.6172391221	2.9702587986	8.1233448685	8.4382791025	6.5422387377	0.5323404828	3.4513900473	0.8678544122	0	2.1013215211	0.158056337	6.3036638786	4.38562509	7.14220527	1.27962492	3.80420851	2.3874696	0	2.46398395	0.49502181	0	5.80281777	0.8155835174	2.5099960593	8.8259987445	2.2965962148	4.5744032405	4.0382380763	8.7999700801	1.1504739377	3.3223871751	2.0820522928	4.0887457727	0	0	3.7038477422	3.8479505431	2.2979604452	"4.08341416100873"	"2.08209693372898"	"-1.14061757719715"	"Inf"	"-2.7639366827254"	"-1.05712319339298"	"1.07418273260687"	"1.57046568627451"	"4.56862745098039"	"UP"
"Map3k9"	0	5.356	0	4.412	1.601	2.458	1.16	0	2.664	8.419	0	4.736	6.734	2.304	0	2.473	2.868	1.467	0	0.52	0	0.927	0	0	3.882	4.401	6.658	0	0.931	0	0	0	0	4.272	0	1.674	0	0	25.1996905206	0	0	0	1.0228217094	0	2.6617024142	0	0.8678544122	0	1.7511012676	0	0	0	2.38073509	0	0	0	7.84224539	0	1.48506544	0	0	0	5.0199921186	0	0	0	0	0	0	0	0	0	4.6600059648	38.3586623449	0	0	9.1918417808	"4.08275862068966"	"1.92676973148902"	"Inf"	"NaN"	"-Inf"	"-Inf"	"Inf"	"Inf"	"-2.62903225806452"	"UP"
"Tom1l1"	0	1.478	0	1.593	4.971	4.915	2.32	10.31	1.066	17.306	6.22	9.472	8.86	7.679	9.846	7.892	4.446	3.951	17.93	0	0	0	0	0.964	2.08	5.738	2.069	0.239	0.931	4.57	0	0	0.565	1.709	0	0	0	1.6732901067	0	5.256027147	0.4243226855	14.7697179427	0.767116282	16.3555968444	2.1293619314	0	0	0	0.1751101268	8.6930985333	11.3465949814	5.11656261	0	10.8768118	10.8273627	0	22.5464555	0.98559358	0	10.4139611	0	4.8935011043	15.0599763558	4.4129993723	4.5931924295	8.0052056709	0	1.09999626	13.8056872529	0	0	9.9947118888	2.7960035789	63.4393261858	0	15.0070071179	1.1489802226	"4.08275862068966"	"1.92716174974568"	"Inf"	"NaN"	"-Inf"	"-Inf"	"NaN"	"-Inf"	"-Inf"	"UP"
"Atp2b4"	37.691	5.171	15.084	82.244	59.394	66.818	16.242	31.962	53.282	129.564	158.608	113.658	9.746	19.965	25.5	79.151	79.883	80.371	74.358	53.088	26.627	184.843	87.169	106.037	18.026	16.007	11.967	117.767	95.184	85.522	67.408	61.437	33.89	99.12	245.026	114.702	30.4190301453	36.2546189779	14.983599769	48.5171736644	164.6372019823	41.3552102396	191.7790705108	463.6811705374	155.4434209903	29.912047077	59.8819544429	170.0026609112	50.78193676	167.8558298606	47.2774790892	4.38562509	0	78.6969324	43.3094507	121.76095	108.811155	58.1500211	66.8279448	94.9508216	239.987963	21.205171452	19.2433031213	1.1032498431	0	44.6004315949	13.1242737481	17.5999401602	5.7523696887	257.1527673492	245.6821705534	124.0252884383	119.7621532956	126.8786523717	111.1154322668	102.7402794997	78.130655137	"4.05368875539703"	"1.93905833757371"	"8.58949880668258"	"1.9973817058469"	"1.32740382809859"	"5.31114450288004"	"1.86698569266077"	"1.20505547150782"	"7.16573998875492"	"UP"
"Dusp22"	0	14.037	2.031	6.374	16.344	3.687	0	5.155	1.598	5.613	18.66	6.458	6.911	0	0	5.889	0.143	2.258	4.746	0	7.766	7.412	10.654	0.482	11.647	4.789	4.949	0	0.233	1.306	7.158	21.418	0	21.362	0	13.396	9.072342324	0	16.3457452025	25.4715161738	11.0323898236	0	4.0912868376	0	5.8557453113	35.6643638225	0	0	3.5022025352	16.9120280556	7.9846409128	0	18.2523024	19.1943737	0.29263142	0	33.3295429	0.49279679	15.840698	0	2.90140888	0	0	12.1357482737	0	6.8616048608	0	0	67.8779623266	13.9540261352	0	8.1774915454	4.1940053683	0	83.3365742001	8.850286249	8.0428615582	"4.04130162703379"	"1.01317853780985"	"3.17971442639094"	"1.56173619890434"	"3.28255093002657"	"Inf"	"1.87147247834591"	"57.4935622317597"	"2.70680945645585"	"UP"
"4922501C03Rik"	11.168	18.654	0.29	29.539	14.912	27.342	35.964	7.733	7.992	20.581	32.877	32.289	20.378	25.853	7.574	19.434	34.42	17.722	1.582	4.164	32.174	25.48	5.811	24.099	16.916	15.964	10.977	30.099	20.247	19.095	1.79	10.709	9.602	42.724	71.101	0	28.8180285587	46.8521229868	34.0536358386	31.9404726624	7.6378083394	62.0328153593	43.9813335038	17.9911565288	76.1246890466	1.1504633491	10.4142529466	25.1308281347	21.1883253378	7.2705915006	18.9109916357	21.1971879	17.458724	20.4739987	51.2104991	3.58120441	48.033753	28.089417	48.5121377	40.4306724	32.7444717	39.1480088344	38.4866062427	27.5812460766	73.491078872	75.4776534684	31.2963450917	5.4999813001	39.1161138831	33.8883491856	22.2085577901	31.347050924	69.9000894721	32.4573296765	66.6692593601	34.6315548876	9.1918417808	"4.04016516516517"	"1.18093043669081"	"2.89120702005731"	"5.78746397694525"	"1.24004322321704"	"1.18259888114633"	"4.44948968964799"	"2.11013977379365"	"2.67627161112503"	"UP"
"Arhgef9"	0	0.369	2.901	0.123	5.476	7.219	0	8.764	0.533	8.419	0	2.153	0	0	8.079	1.178	1.578	0.226	0	0	0	0	0	0	0	1.165	0	0	0	3.264	0	0	0	1.709	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6525441268	1.7511012676	8.5350421963	5.88341962	4.38562509	0	18.5545613	3.51157708	0	0	0	0	1.83775784	0	0	0	0	0	0	0	47.2998391805	0	0	0	0	0	0	0	0	0	"4.03939962476548"	"-2.5434277751974"	"5.83468834688347"	"NaN"	"-Inf"	"NaN"	"NaN"	"NaN"	"NaN"	"UP"
"Tshz2"	0	0	0	0.368	1.179	4.608	0	1.031	0.533	0	2.221	2.153	0	0	0	4.711	4.876	9.934	0	0	0	24.553	19.855	15.905	0	0.043	0	2.628	2.56	8.324	0	0	0	0	0	0	0	0	0	0	0	0	2.0456434188	0	0	1.1504633491	72.0319162139	2.9565680158	4.9030835492	1.8966760436	8.1947630421	0	0	0	1.46315712	0	0	11.3343262	0.99004363	11.639133	0	0	0	0	0	1.1436008101	0	0	0	0	7.6341917404	0	0.4660005965	0	0	0	0	"4.03939962476548"	"1.82612383375742"	"Inf"	"Inf"	"4.07198523379819"	"Inf"	"NaN"	"-Inf"	"NaN"	"UP"
"Mafg_1"	16.054	31.952	23.786	133.723	83.741	104.452	23.783	12.888	13.32	53.79	45.761	83.952	22.505	33.276	4.04	106.477	101.396	103.512	3.692	46.322	19.97	63.004	28.088	128.208	22.186	20.84	21.684	76.202	50.036	80.952	12.527	23.673	46.316	59.814	90.791	32.652	28.8180285587	0	0.6810727168	49.730103006	42.4322685521	28.0624640911	47.049798632	91.5913423284	101.6770322231	77.0810443906	24.299923542	0	88.2555038864	72.8639713425	99.5978892812	47.5109385	46.0275451	93.4126189	94.8125813	57.2992705	30.3887009	198.597106	187.118245	85.1494465	113.569433	40.7791758692	42.6699330082	0	6.8897886443	21.7284153924	29.2772260535	25.2999139803	34.5142181322	39.2041686656	58.9914816301	95.4040680295	48.9300626305	42.7846618463	59.2615638756	48.0993817883	96.5143386987	"4.03828828828829"	"-1.941847927124"	"2.26141427730598"	"3.1549323985979"	"-1.64294330518697"	"2.79955565429904"	"2.52667595995438"	"-1.27398267964022"	"2.75843940232429"	"UP"
"Gnrh1"	37.691	0	5.802	1.348	5.813	0.461	0	1.547	14.919	2.806	6.22	9.472	0.177	0.256	0.505	6.243	0.574	0.226	0	4.164	0	0	5.327	0	8.874	3.15	3.149	10.749	1.396	7.834	0	0	23.723	0	0	0	0	0	6.1296544509	0	14.8512939932	0	0	0	0.5323404828	24.1597303314	0	0	15.0594709012	3.4772394133	9.6656179471	1.46187503	0	10.8768118	4.38947136	0	0	11.3343262	0	0	3.31589587	0.8155835174	0	0	16.0761735033	0	6.0573571145	0	0	25.2501425304	8.3282091713	1.3629152576	6.5240083507	2.9506663342	11.1115432267	10.004671412	0	"4.02068519715579"	"4.61424332344214"	"1.0720441227163"	"NaN"	"-Inf"	"-Inf"	"NaN"	"-Inf"	"-Inf"	"UP"
"Idh3a"	57.933	12.559	36.26	52.705	51.475	33.179	20.882	12.373	16.517	34.145	66.198	80.939	37.922	14.078	47.212	29.446	39.153	26.188	17.93	31.749	44.378	53.275	33.899	49.162	34.665	33.654	40.039	21.499	11.869	49.289	5.965	0	24.852	11.108	0	134.795	35.7557021006	0	1.3621454335	73.1800702771	45.4025273508	93.049223039	13.2966822221	12.2666976333	29.2787265564	29.912047077	10.4142529466	96.088460515	53.4085886614	47.2588447536	48.1179676063	13.8878128	42.8532316	35.1896852	26.922091	71.6240881	51.9548757	38.4381496	33.1664615	70.4473838	52.6398469	27.729839591	52.7099172454	24.2714965474	0	70.9032502279	22.2103094199	39.5998653605	51.7713271982	48.5068527558	77.0359348345	77.2318645953	120.228153892	17.7039980053	22.2230864534	76.1894207526	128.6857849316	"4.00787067869468"	"1.2860223409422"	"1.82564809707667"	"1.54845821915651"	"1.66956462677443"	"1.29639786931069"	"1.86219614417435"	"-1.93545192653943"	"-3.12072380266475"	"UP"
"Ncapd2"	0.698	13.298	22.336	98.546	83.404	67.74	4.641	2.578	24.509	229.66	170.159	185.126	28.707	24.573	21.208	93.638	65.111	86.467	53.263	24.983	44.933	99.602	73.125	59.766	15.807	15.533	24.653	68.797	33.28	32.152	45.337	40.582	46.881	29.907	68.914	46.048	29.8853629497	26.7726417068	25.8807632373	116.036907014	131.5400325116	130.7120037929	29.406124145	49.0667905331	38.3285147647	32.2129737752	39.9213029619	56.1747923011	39.3997785207	58.4808446784	44.3357692792	5.11656261	13.4908322	28.1517482	62.0378618	77.5927621	95.0872254	37.9453528	53.9573776	71.6725557	104.865207	22.8363384867	7.5299881779	16.5487476459	36.745539436	1.1436008101	51.4875354734	25.2999139803	57.5236968869	223.2644181636	143.661608205	173.0902377106	197.5842529078	67.8653256872	120.3750516224	124.2888025409	109.1531211473	"39.8892480068951"	"2.21962975396863"	"13.9213415551211"	"1.62742305209979"	"-1.1824547008547"	"2.97582712733488"	"1.01568255508746"	"1.38365384615385"	"2.91313974821282"	"UP"
"Pdgfb"	0	0	0	14.953	7.835	3.379	0	0.516	15.452	19.645	10.663	22.818	0	2.56	0	7.538	11.473	3.274	0	0	0	2.316	25.182	0	0	1.467	0	16.96	16.989	8.65	0	0	0	0	0	19.256	0	9.4819772711	0	16.576701002	25.4593611313	0	0.5114108547	17.9911565288	13.3085120711	10.354170142	31.2427588397	32.5222481743	3.3270924084	10.7478309139	8.4048851714	0	0	0	7.31578559	0	0	4.92796789	0	14.7020627	1.65794793	0	0	0	0	0	0	29.6998990203	2.3009478755	16.6119358753	0.6940174309	4.5430508585	0	0	0	16.5461873352	0	"38.0717054263566"	"2.50733886407147"	"Inf"	"Inf"	"-3.25474956822107"	"Inf"	"NaN"	"-Inf"	"NaN"	"UP"
