Feature.ID,LNTREGavg,LNTFR_avg,SPTREG_avg,SPTRF_avg,LNTFR_mad,LNFC,SPFC,LNTcon1,LNTcon2,LNTcon3,LNTfh1,LNTfh2,LNTfh3,LNTreg1,LNTreg2,LNTreg3,LNTfr1,LNTfr2,LNTfr3,SpleenTcon1,SpleenTcon2,SpleenTcon3,SpleenTfh1,SpleenTfh2,SpleenTfh3,SpleenTreg1,SpleenTreg2,SpleenTreg3,SpleenTfr1,SpleenTfr2,SpleenTfr3,BloodTcon1,BloodTcon2,BloodTcon3,BloodTfh1,BloodTfh2,BloodTfh3,BloodTreg1,BloodTreg2,BloodTreg3,BloodTfr1,BloodTfr2,BloodTfr3,cat
Mxd4,261.878,413.9643333,294.1136667,456.4723333,119.7777714,1.580752615,1.552026937,180.08,149.788,135.177,318.189,374.813,347.148,256.39,233.532,295.712,435.465,516.254,290.174,152.572,131.823,70.187,318.723,256.142,291.91,288.466,349.239,244.636,414.159,400.976,554.282,165.56,160.851,157.366,224.545,222.484,196.014,373.43,357.912,332.118,177.733,200.178,288.847,y
Grwd1,17.01233333,26.92466667,12.66533333,30.081,2.9859564,1.582655721,2.375065797,6.98,15.145,28.138,15.076,33.699,23.809,9.861,27.323,13.853,22.451,20.437,37.886,32.074,18.686,33.831,17.55,23.807,32.623,12.129,3.123,22.744,17.141,68.282,4.82,21.076,15.36,24.383,25.082,33.047,29.867,7.158,0.564,9.037,58.959,0,11.721,y
Cox7c,144.117,228.167,137.3666667,279.889,49.8731814,1.5832067,2.037532152,57.235,240.843,162.444,255.924,298.57,443.151,126.455,125.272,180.624,269.418,224.361,190.722,300.006,274.141,283.524,252.882,294.004,276.671,182.466,143.651,85.983,287.687,227.123,324.857,232.948,227.728,276.223,286.414,191.066,202.869,217.138,179.238,164.929,67.504,306.283,130.609,y
Ndufa11,78.234,123.8876667,63.185,130.5713333,6.2743632,1.583552761,2.066492574,46.067,63.72,51.054,82.489,119.293,123.345,80.049,91.248,63.405,146.402,142.17,83.091,87.893,99.059,125.983,103.768,131.8,75.404,58.01,91.604,39.941,74.122,196.614,120.978,46.728,73.522,68.291,109.645,113.802,83.89,103.797,87.364,83.594,366.574,191.427,8.372,y
Exosc1,28.49966667,45.16,34.90633333,52.724,7.3373874,1.584579936,1.510442231,91.436,67.414,73.39,39.1,51.727,49.307,20.882,43.304,21.313,51.919,56.868,26.693,81.336,73.719,40.648,48.409,79.023,30.591,8.965,79.112,16.642,75.049,46.974,36.149,57.96,51.215,56.144,39.893,36.77,58.755,48.319,36.637,33.325,55.541,77.665,45.211,y
Adam10,97.43166667,154.3886667,86.46333333,138.0683333,49.466949,1.584584068,1.596842592,0.698,62.797,88.764,146.838,115.755,115.358,100.352,123.21,68.733,109.919,159.941,193.306,143.181,133.615,117.904,174.202,156.611,126.088,89.124,84.837,85.429,185.769,96.854,131.582,68.498,93.499,121.016,116.572,127.533,91.56,165.24,113.292,153.633,86.303,301.907,42.699,y
2310015A10Rik,37.72266667,59.89133333,61.59366667,123.311,0.363237,1.587674961,2.002007782,11.168,8.311,22.046,22.308,17.186,26.574,13.922,59.285,39.961,52.855,63.532,63.287,32.605,16.382,11.614,16.254,19.074,14.675,75.412,66.1,43.269,138.516,115.741,115.676,20.799,21.487,14.666,19.827,15.825,24.808,126.465,76.091,98.28,22.217,0,87.91,y
1110008L16Rik,6.552333333,10.40333333,3.828333333,16.44966667,10.2121488,1.587729562,4.296821943,11.168,9.05,0,3.677,10.615,0.154,14.502,5.155,0,24.322,0,6.888,4.076,0.256,0,16.608,17.784,6.208,0.527,2.082,8.876,9.265,16.949,23.135,11.925,6.084,2.159,3.105,6.749,8.65,0,23.673,8.472,0,1.094,5.861,y
Acad9,13.629,21.65566667,19.185,28.79,12.7978032,1.58894025,1.500651551,8.376,19.762,19.145,13.483,16.681,9.37,16.242,11.857,12.788,21.516,12.884,30.567,11.695,29.692,1.515,15.194,7.745,19.416,19.512,11.971,26.072,13.435,32.93,40.005,8.736,14.497,15.296,0.478,8.378,9.303,28.634,19.727,5.083,11.108,37.191,0.837,y
AI597468,23.06766667,36.66866667,15.20633333,31.51933333,2.7161232,1.589613167,2.072776694,8.376,14.222,11.313,35.913,41.449,30.567,7.541,36.087,25.575,45.371,43.539,21.096,36.504,24.573,18.683,40.635,31.552,21.786,18.458,17.176,9.985,24.09,20.824,49.644,23.572,12.858,28.252,43.476,37.934,43.74,22.072,40.582,45.186,82.03,37.191,75.351,y
Hras,22.394,35.646,17.989,40.43133333,3.8414166,1.591765652,2.247558693,0,15.699,17.695,25.372,32.098,18.433,23.203,23.199,20.78,28.064,30.655,48.219,14.353,21.757,17.673,26.384,25.958,20.093,27.423,26.544,0,55.129,28.088,38.077,24.82,11.261,15.026,43.476,44.683,20.238,0,28.746,31.63,0,31.722,10.047,y
Pcyox1,7.115666667,11.33533333,1.388,9.173333333,0.2045988,1.593010727,6.609029779,9.772,1.293,6.382,1.103,16.091,14.285,6.961,0,14.386,25.258,4.443,4.305,0,1.536,9.846,9.305,6.741,12.868,0,4.164,0,22.7,0,4.82,17.194,14.325,9.807,7.644,7.214,12.73,0,0,11.297,0,0,0,y
Ramp2,21.937,34.95066667,20.158,32.07733333,3.6635046,1.593229096,1.591295433,6.98,27.704,78.031,11.767,9.436,2.918,19.722,39.695,6.394,48.177,50.648,6.027,25.872,8.191,28.782,3.062,42.738,10.498,27.95,3.123,29.401,54.665,24.698,16.869,38.409,1.812,98.612,88.624,17.687,13.057,3.579,36.637,18.074,23.926,26.253,4.186,y
Vps29,64.14833333,102.2223333,54.42133333,82.507,1.8695586,1.593530619,1.516078254,0,68.522,39.161,117.299,83.488,95.389,77.729,58.77,55.946,136.58,84.413,85.674,45.719,69.623,39.385,111.777,101.396,98.206,71.721,58.814,32.729,100.992,103.15,43.379,48.947,46.9,38.779,52.075,41.658,70.996,41.757,52.419,86.983,58.959,68.914,11.721,y
Sh3rf1,30.97966667,49.386,18.827,32.591,3.4603884,1.594142394,1.731077708,0,5.356,8.122,22.308,16.428,22.887,35.384,31.447,26.108,46.306,49.759,52.093,4.076,4.607,9.846,28.033,33.703,47.749,30.059,3.123,23.299,53.275,32.93,11.568,8.736,3.84,2.519,5.494,8.844,12.73,73.97,25.927,20.899,1.709,2.188,70.328,y
Galnt7,41.126,65.59566667,34.266,54.056,26.1797508,1.594992624,1.577540419,104.698,42.849,49.604,41.919,53.075,77.11,49.306,31.447,42.625,65.016,84.413,47.358,95.336,90.868,36.608,49.469,78.736,47.297,55.373,37.995,9.43,48.18,50.848,63.14,47.838,46.9,84.486,49.209,96.348,83.726,34.002,102.019,45.186,6.836,122.513,7.535,y
Slc3a2,99.72833333,159.1256667,94.34466667,146.752,3.5271054,1.595591357,1.555488033,45.369,114.327,87.024,146.47,130.751,93.238,99.191,89.701,110.293,154.354,171.048,151.975,132.903,115.697,59.836,114.604,128.215,105.995,42.189,158.745,82.1,163.532,115.741,160.983,90.961,110.844,88.445,82.174,94.253,99.394,87.094,120.619,58.742,153.807,41.567,128.935,y
Tmem254b,13.09466667,20.90133333,4.187,6.593333333,16.0446972,1.596171469,1.574715389,5.584,1.662,2.611,1.839,2.612,4.455,23.783,14.435,1.066,33.209,7.108,22.387,5.316,1.792,4.797,3.18,16.35,2.145,2.637,9.369,0.555,12.045,4.843,2.892,0.555,0.949,1.44,5.733,4.422,1.306,4.176,3.382,0.565,6.836,73.289,1.674,y
Ofd1,17.75233333,28.40133333,15.40233333,23.52833333,2.513007,1.599864807,1.527582401,64.215,9.235,0.29,11.399,14.827,21.812,12.181,14.435,26.641,21.984,39.541,23.679,18.075,9.471,8.836,16.49,29.257,45.942,26.895,1.561,17.751,31.965,13.075,25.545,13.589,19.718,26.003,16.005,12.8,17.627,0,0,2.259,0,21.877,29.303,y
Psmd2,137.251,219.7396667,139.149,224.3063333,9.169881,1.601005943,1.611986671,169.61,121.899,85.283,202.116,174.643,162.822,102.092,124.241,185.42,213.289,219.474,226.456,135.384,128.496,104.27,150.528,167.654,151.486,113.91,167.073,136.464,136.2,261.506,275.213,106.907,133.409,145.579,96.984,152.201,107.065,64.426,111.037,136.123,154.662,65.632,276.289,y
Tpgs2,9.464333333,15.15333333,20.495,33.41066667,0.867321,1.601098862,1.630186224,130.523,36.939,39.741,18.14,11.963,29.031,23.203,4.124,1.066,8.887,27.101,9.472,20.556,9.727,38.376,28.621,12.477,25.285,11.075,43.199,7.211,37.524,10.654,52.054,21.77,21.573,18.625,45.626,18.851,10.935,11.334,28.182,11.861,1.709,27.347,8.372,y
Atl3,21.95233333,35.19266667,24.02933333,59.71133333,22.913583,1.603140137,2.48493508,120.751,13.667,28.428,22.185,54.76,28.878,34.804,27.323,3.73,12.629,54.202,38.747,34.555,21.501,27.772,35.217,42.165,46.281,24.259,23.421,24.408,39.378,97.823,41.933,20.106,25.845,43.998,21.26,4.654,23.992,71.584,24.8,66.65,74.34,10.939,51.909,y
Ppp2r1a,134.2573333,215.5033333,99.75633333,152.6043333,8.732514,1.605151302,1.529770875,78.174,95.857,111.97,169.758,191.998,148.843,139.216,164.452,99.104,185.693,269.234,191.583,132.017,88.309,132.295,189.279,118.606,115.026,113.382,108.779,77.108,163.996,163.199,130.618,105.936,109.075,88.625,129.711,94.951,152.274,66.215,82.291,130.475,138.426,102.823,248.66,y
Snapc2,16.03033333,25.74966667,16.108,35.13633333,2.2075914,1.606308873,2.181297078,10.47,16.992,0,36.526,18.029,21.966,8.701,17.012,22.378,18.71,41.318,17.221,8.506,6.655,12.876,20.023,32.842,18.851,16.876,2.602,28.846,22.7,61.502,21.207,5.408,10.01,14.486,4.778,3.724,20.075,6.562,42.273,6.213,27.343,13.126,0.837,y
Nt5e,49.05266667,78.85,90.707,192.839,20.993616,1.607455932,2.125954998,0,9.05,7.832,45.351,37.827,45.621,46.985,63.409,36.764,58.935,132.84,44.775,24.809,17.15,6.059,95.169,64.107,69.873,78.577,102.013,91.531,119.059,230.997,228.461,13.311,21.314,20.964,40.848,43.985,55.165,149.73,63.128,146.29,150.389,110.481,88.747,y
Plbd2,21.458,34.50233333,11.06033333,67.23466667,10.4108172,1.607900705,6.078900578,28.617,16.992,24.367,25.372,24.684,11.52,6.961,51.552,5.861,42.564,35.542,25.401,7.974,19.965,53.271,39.811,17.927,45.83,11.602,17.696,3.883,38.914,76.515,86.275,22.186,14.67,20.064,44.909,32.814,16.647,22.668,19.164,15.815,2.563,42.661,61.118,y
Psmd1,84.747,136.3696667,35.76566667,77.48933333,3.269133,1.609138574,2.16658434,4.188,65.936,58.596,96.339,100.338,98.922,77.149,41.757,135.335,97.758,99.963,211.388,96.576,39.675,70.439,95.287,122.048,89.966,42.716,30.188,34.393,90.337,90.559,51.572,44.926,56.565,57.584,49.925,86.573,89.928,73.374,54.673,107.317,117.064,4.375,51.909,y
1110059G10Rik,14.463,23.28666667,18.53933333,33.04933333,10.4923602,1.610085506,1.78266029,30.013,27.15,27.848,23.533,24.263,21.198,12.181,22.683,8.525,36.951,19.993,12.916,14.353,22.013,45.445,19.199,37.145,18.625,31.642,23.421,0.555,9.265,49.396,40.487,34.249,37.624,12.057,14.572,16.523,11.588,16.106,32.127,55.353,13.672,3.282,20.094,y
Nf1,9.687333333,15.618,2.452,9.344666667,5.493033,1.612208382,3.811038608,0,0,9.573,17.037,10.11,0.922,13.922,9.279,5.861,33.677,8.441,4.736,0,0,0,0.589,9.322,7.789,2.637,4.164,0.555,11.582,13.56,2.892,12.757,2.373,11.427,11.227,10.473,8.16,3.579,0.564,26.547,0,0,0,y
Psmg2,41.989,67.71566667,27.17533333,59.00333333,4.0638066,1.612700152,2.171209185,86.55,60.395,86.734,56.75,78.097,25.345,21.462,61.347,43.158,71.564,64.421,67.162,106.499,56.057,58.573,73.85,69.414,69.647,24.786,22.901,33.839,63.467,58.597,54.946,42.985,71.667,57.044,82.891,121.249,82.747,62.04,81.728,33.325,143.553,54.693,24.28,y
Scyl3,24.051,38.806,16.88833333,49.30933333,0.2283204,1.613488005,2.919727623,13.262,12.005,13.924,3.432,19.124,19.201,36.544,18.559,17.05,14.968,50.648,50.802,5.493,16.382,11.614,12.367,16.636,22.463,6.856,25.503,18.306,54.202,46.974,46.752,25.791,7.939,10.887,1.194,43.752,29.051,66.215,32.127,92.067,0.854,27.347,50.234,y
Dok1,42.47933333,68.744,20.85833333,98.40266667,1.0911936,1.618292817,4.717666801,2.094,36.2,9.573,33.952,39.006,47.771,55.106,51.552,20.78,73.903,74.639,57.69,6.734,13.822,25.752,62.308,24.955,71.454,17.93,29.667,14.978,54.665,108.961,131.582,33.556,23.342,25.553,11.705,10.24,35.416,10.738,55.8,57.612,70.068,0,25.954,y
Slc16a3,11.54333333,18.68533333,2.997333333,20.343,9.080925,1.6187121,6.787032919,2.094,0.185,0,1.348,3.538,0.614,0,15.981,18.649,10.758,16.883,28.415,0,5.119,0,1.531,7.601,2.145,5.801,2.082,1.109,17.141,5.811,38.077,0.139,1.294,1.26,0.717,0,5.712,0,9.018,0,38.452,35.004,0.837,y
Dcun1d5,54.167,87.87666667,74.87833333,125.451,6.0015648,1.622328478,1.675397868,20.242,72.955,120.673,103.081,135.132,75.267,14.502,98.98,49.019,89.806,79.97,93.854,80.45,34.3,98.211,97.407,59.948,113.784,104.945,52.568,67.122,105.161,169.011,102.181,54.909,92.593,67.751,58.525,80.522,95.804,99.621,11.836,70.603,23.071,203.459,73.677,y
Tefm,7.103,11.54133333,7.850666667,16.319,0.9903768,1.624853348,2.07867697,0,0.554,8.122,4.903,8.846,12.596,0,15.981,5.328,21.516,6.22,6.888,5.848,4.607,18.178,14.134,7.171,3.612,10.547,4.684,8.321,5.096,0,43.861,0.555,3.883,5.129,0,4.654,0,8.948,0.564,3.389,46.997,0,5.861,y
Acp2,10.378,16.90233333,3.31,8.786666667,17.872743,1.628669621,2.654582075,10.47,2.216,8.412,1.716,8.762,0,5.801,7.217,18.116,0,38.652,12.055,3.898,0.256,1.01,4.358,12.764,10.272,0.527,8.848,0.555,5.559,15.981,4.82,3.605,9.881,4.409,4.3,2.327,11.588,2.386,0,0,9.399,2.188,25.954,y
Usp40,14.812,24.14033333,14.33833333,23.15266667,9.6087306,1.629782158,1.614739045,47.463,26.596,12.183,9.193,11.795,9.216,26.683,10.826,6.927,49.58,14.661,8.18,34.2,3.84,13.381,17.432,7.027,21.56,20.567,21.339,1.109,15.288,39.71,14.46,19.412,12.728,20.334,24.604,16.523,8.65,0,7.327,41.797,13.672,0,49.397,y
Fut8,12.656,20.627,15.55566667,29.35466667,2.6968494,1.629819848,1.887072235,0,9.604,26.687,56.872,78.602,56.834,8.701,17.012,12.255,25.726,27.545,8.61,24.809,4.863,25.247,55.005,41.591,40.637,24.259,13.532,8.876,42.157,25.182,20.725,32.585,24.464,18.715,41.326,60.974,22.033,7.755,23.673,13.556,20.508,61.257,0.837,y
St6gal1,172.196,280.88,150.8103333,288.1526667,9.1595028,1.631164487,1.910695775,147.275,224.775,151.421,282.89,322.412,245.922,71.348,275.805,169.435,289.998,273.232,279.41,129.004,183.273,151.482,218.96,224.16,290.442,136.059,132.201,184.171,258.965,331.726,273.767,156.131,173.234,180.579,169.603,222.717,249.221,180.75,162.892,162.105,212.767,269.091,335.733,y
Zdhhc6,27.41233333,44.72666667,27.30966667,52.15733333,0.7620564,1.631625668,1.909848771,25.825,40.079,37.13,50.008,65.123,42.088,32.484,25.776,23.977,45.838,44.428,43.914,46.073,31.228,46.96,45.818,46.467,38.154,25.313,41.638,14.978,70.416,55.691,30.365,39.241,40.601,27.532,31.054,66.792,63.325,14.317,56.928,24.288,0,1.094,0,y
Mrps33,51.16433333,83.48366667,38.14633333,97.87533333,4.9726404,1.631677015,2.565786139,65.611,56.147,71.94,82.366,50.801,69.737,32.484,45.882,75.127,83.725,87.079,79.647,59.009,39.419,74.984,56.418,52.347,80.823,31.642,48.404,34.393,46.79,114.772,132.064,45.203,68.517,66.401,49.925,55.621,31.826,91.27,28.746,27.677,98.266,102.823,0,y
Mrps7,26.19066667,42.81566667,21.46366667,53.33833333,1.7687418,1.634768111,2.485052258,46.765,65.752,38.581,53.318,66.808,64.668,26.103,24.23,28.239,24.79,52.425,51.232,35.795,58.617,46.202,45.347,44.459,51.474,27.423,11.45,25.518,53.739,50.848,55.428,18.303,32.015,16.465,36.071,47.708,27.746,38.178,19.727,20.334,68.359,55.787,38.513,y
Osbp,43.52633333,71.17766667,51.25933333,78.97833333,28.5785976,1.635278261,1.540760057,78.174,30.844,64.398,44.37,45.072,74.652,42.345,38.149,50.085,44.435,94.187,74.911,47.136,17.15,40.9,77.855,79.596,65.132,46.408,79.633,27.737,75.049,89.106,72.78,57.544,58.852,52.095,53.986,50.501,73.444,18.493,74.964,37.279,33.325,7.657,39.35,y
Mrps18c,41.74533333,68.29166667,21.01133333,75.918,17.7748914,1.635911399,3.613192881,50.953,63.535,14.504,53.318,66.302,92.931,18.562,44.335,62.339,54.258,81.303,69.314,56.705,35.068,46.96,54.416,64.538,51.135,13.184,34.872,14.978,42.157,108.961,76.636,45.896,58.205,58.664,40.131,38.865,51.411,32.213,19.727,29.371,77.758,178.3,56.932,y
Zbtb1,62.46133333,102.188,72.74366667,109.9083333,22.216761,1.636020151,1.510899001,48.161,104.722,120.963,108.964,102.528,109.674,80.629,73.72,33.035,96.354,128.841,81.369,72.122,93.94,71.954,110.952,93.938,142.568,83.85,40.077,94.304,150.098,69.735,109.892,77.788,69.552,97.803,62.347,83.548,121.101,150.327,93.001,139.512,183.714,62.35,15.908,y
Strap,82.40666667,135.0213333,58.10233333,102.2806667,23.9632638,1.638475851,1.760353859,0.698,65.013,97.757,94.501,110.7,86.48,79.469,81.968,85.783,111.79,127.953,165.321,58.832,61.944,59.078,73.026,62.243,109.72,132.895,19.778,21.634,78.755,124.942,103.145,72.935,104.113,67.031,87.907,89.133,81.441,65.022,60.31,73.992,39.306,223.149,16.745,y
Ass1,54.37866667,89.09966667,31.312,55.199,3.0259866,1.63850407,1.762870465,14.658,14.96,19.145,17.895,23.421,19.815,62.067,52.583,48.486,81.854,93.743,91.702,26.403,24.061,23.227,19.67,28.54,22.689,31.642,31.229,31.065,82.924,53.754,28.919,29.396,19.114,30.052,24.366,30.254,40.639,51.898,74.401,39.538,59.814,117.044,72.84,y
Stard10,8.099,13.297,8.045,18.113,5.2320954,1.641807631,2.251460534,0,2.586,2.901,18.14,14.238,13.364,7.541,8.764,7.992,9.355,12.884,17.652,1.949,3.072,6.564,12.014,23.807,15.013,14.766,9.369,0,16.214,10.17,27.955,5.13,8.629,4.049,14.572,14.429,39.986,23.861,8.455,16.945,19.653,8.751,10.047,y
Gm20458,15.22,25.008,18.49633333,28.72933333,11.2944468,1.643101183,1.553244787,8.376,2.77,23.206,6.986,9.941,14.592,16.822,13.919,14.919,35.548,23.547,15.929,3.367,15.614,1.515,2.12,16.35,5.983,41.134,1.041,13.314,14.824,6.296,65.068,14.005,9.406,5.398,5.494,16.756,14.199,10.141,16.909,27.112,20.508,0,6.698,y
Ddx21,158.7666667,261.0976667,149.8463333,293.3533333,19.6696542,1.644537056,1.957694438,154.953,195.962,158.963,190.84,209.858,260.054,193.162,136.614,146.524,231.531,244.798,306.964,142.295,162.795,182.284,172.671,205.086,176.546,139.223,148.335,161.981,280.275,347.707,252.078,164.45,156.363,186.338,141.416,123.809,127.303,146.151,136.401,154.762,109.374,72.195,38.513,y
Ikzf3,91.276,150.1733333,81.411,141.827,12.3441276,1.645266371,1.742111017,92.134,26.227,41.191,165.591,95.873,99.075,78.889,97.434,97.505,117.87,162.162,170.488,73.008,17.918,28.024,172.436,166.794,140.424,62.228,66.621,115.384,159.363,115.257,150.861,63.922,54.753,71.26,109.645,116.362,109.35,126.465,105.964,183.004,295.651,192.521,138.982,y
Tmem9,10.488,17.273,1.913,10.86866667,6.5204748,1.646929825,5.681477611,0,15.699,2.901,16.547,9.436,9.524,9.861,7.217,14.386,22.451,16.883,12.485,8.151,4.095,5.302,11.189,10.183,12.078,1.055,4.684,0,5.559,11.623,15.424,8.736,9.579,12.776,36.071,0.698,9.303,8.948,15.218,24.852,0,44.849,45.211,y
Dpy30,43.88066667,72.30133333,33.08133333,71.649,10.6495158,1.647680831,2.165843779,65.611,71.293,58.886,63.368,56.782,77.878,26.103,46.397,59.142,90.274,43.539,83.091,25.517,66.04,57.563,65.959,58.227,67.164,51.154,2.602,45.488,36.598,105.087,73.262,37.022,36.157,60.463,67.841,42.821,54.185,54.881,61.437,62.131,74.34,0,41.862,y
Ldha,431.204,713.0043333,261.3593333,412.111,57.0756522,1.653519757,1.576798482,274.308,384.906,388.416,598.26,620.392,593.838,397.926,475.828,419.858,610.4,745.058,783.555,394.633,312.792,405.973,415.188,503.106,561.131,364.933,231.091,188.054,493.84,356.424,386.069,362.041,363.079,253.369,451.001,322.09,459.434,304.829,392.294,272.246,314.45,483.489,403.549,y
Tspan3,22.06333333,36.517,37.91866667,66.94233333,5.9867388,1.655098958,1.765418967,25.127,6.28,0,27.333,16.765,17.972,3.48,36.602,26.108,43.5,47.538,18.513,25.695,16.126,16.411,44.758,38.292,24.495,55.9,31.229,26.627,79.682,35.352,85.793,14.143,14.627,13.496,25.321,13.265,25.461,38.775,5.636,24.852,23.926,100.636,23.443,y
Ptpn11,37.32366667,61.779,16.68566667,76.74133333,14.4864846,1.655223227,4.599236869,36.993,29.736,32.779,285.586,194.862,257.75,62.647,22.683,26.641,28.064,73.751,83.522,73.717,61.688,38.123,217.076,170.092,295.07,18.985,8.328,22.744,41.694,117.678,70.852,65.17,54.537,32.031,39.654,90.762,113.757,21.475,56.364,40.103,29.052,1.094,23.443,y
Mrps5,26.98766667,44.67633333,26.39433333,43.08966667,27.2042274,1.655435198,1.632534762,36.295,45.066,83.833,102.1,106.066,88.169,25.523,30.931,24.509,79.516,36.431,18.082,59.009,54.521,74.479,62.072,57.367,78.339,31.114,19.778,28.291,61.151,33.415,34.703,62.813,52.941,101.042,68.319,94.02,66.1,12.527,21.982,34.454,21.362,19.69,59.444,y
Ublcp1,25.466,42.18966667,18.63,29.18766667,7.3359048,1.656705673,1.566702451,0,9.419,8.412,25.372,20.051,17.665,17.982,21.652,36.764,62.209,34.654,29.706,12.581,23.037,16.916,19.081,37.145,20.657,1.055,26.544,28.291,64.394,7.264,15.905,17.471,20.149,8.278,29.621,28.392,4.243,3.579,27.055,0,5.981,0,15.07,y
Cdc7,16.01733333,26.56233333,27.71333333,42.73966667,18.332349,1.658349288,1.542205918,39.087,35.462,51.344,37.016,34.204,21.658,20.882,15.981,11.189,28.064,40.429,11.194,32.783,5.375,14.643,42.873,40.157,57.569,12.129,50.486,20.525,29.186,47.943,51.09,21.076,35.725,31.581,51.12,50.734,48.636,29.23,0,12.991,0,0,34.327,y
Ap2s1,73.999,122.788,43.92666667,73.87433333,8.5145718,1.659319721,1.681765063,94.228,51.53,41.481,102.59,106.825,105.066,103.832,82.999,35.166,142.193,115.957,110.214,39.871,40.443,77.256,75.971,80.17,93.24,34.806,43.72,53.254,83.851,86.2,51.572,58.237,63.382,56.504,96.984,61.905,83.563,36.985,71.019,89.243,75.195,43.755,20.931,y
Spata13,250.7576667,416.453,234.7753333,456.1893333,26.8558164,1.660778733,1.943088854,247.785,160.685,218.139,506.21,472.876,353.138,255.81,257.762,238.701,454.643,388.301,406.415,230.896,113.394,162.086,477.967,348.216,410.209,225.182,255.033,224.111,482.722,399.524,486.322,146.979,176.599,189.667,201.374,195.255,240.407,267.844,245.184,316.868,235.838,374.102,288.01,y
Cnih4,47.818,79.443,44.47766667,73.311,6.4404144,1.66136183,1.648265421,62.121,23.641,12.183,50.866,37.742,74.191,78.889,44.851,19.714,76.242,90.189,71.898,16.657,29.18,18.683,33.451,36.858,40.976,58.01,17.176,58.247,74.586,57.144,88.203,31.614,29.469,19.075,44.431,14.429,17.79,26.248,48.473,45.751,0,6.563,176.657,y
Bcl7c,32.61933333,54.218,29.60666667,83.74066667,13.3270914,1.662143105,2.82843954,30.013,8.127,15.084,47.189,63.69,60.674,49.306,13.919,34.633,64.08,55.091,43.483,44.478,17.662,27.267,47.467,41.591,58.924,59.064,11.45,18.306,77.828,76.515,96.879,23.018,20.322,23.933,53.27,97.279,68.221,17.299,51.291,6.778,27.343,0,42.699,y
Cap1,209.5156667,348.334,209.8253333,321.9723333,12.1513896,1.662567795,1.534477883,157.745,154.221,162.734,277.496,239.934,216.123,161.839,191.775,274.933,412.546,320.326,312.13,165.685,162.795,100.988,278.323,278.945,264.818,248.914,151.458,229.104,346.522,213.564,405.831,173.741,101.999,196.595,246.522,221.553,249.221,243.386,161.201,267.163,225.584,304.095,282.149,y
Vdac2,114.481,190.4833333,100.1853333,151.294,67.5190866,1.663886001,1.510141205,143.087,157.361,158.963,165.713,169.42,121.348,98.031,133.521,111.891,130.499,197.705,243.246,157.534,108.018,120.933,173.731,132.23,162.548,88.069,75.469,137.018,123.228,206.784,123.87,103.717,119.689,108.33,171.275,131.722,130.078,115.131,109.91,51.964,41.87,115.95,57.769,y
Ndufa9,59.876,99.664,39.085,80.61133333,6.9267072,1.664506647,2.062462155,19.544,62.242,45.252,60.672,109.184,97.847,51.046,74.235,54.347,57.532,123.066,118.394,62.021,86.773,47.717,51.118,81.03,75.179,47.99,34.872,34.393,84.777,87.169,69.888,90.961,67.697,44.448,78.591,59.112,58.103,79.936,14.655,103.363,84.594,129.076,88.747,y
Cad,33.66066667,56.05366667,14.713,31.83266667,13.4279082,1.665257174,2.163574164,5.584,29.921,40.611,42.654,49.284,25.345,26.103,39.18,35.699,47.709,38.652,81.8,27.998,35.579,18.178,34.982,36.571,31.381,19.512,13.532,11.095,27.333,43.584,24.581,14.143,30.159,26.992,6.211,16.756,53.369,13.72,52.982,23.158,24.78,0,0.837,y
Eif4h,204.2023333,340.5783333,141.6096667,248.3236667,16.5502638,1.667847413,1.753578498,191.248,144.986,159.834,275.903,297.643,204.141,211.144,278.383,123.08,340.514,351.87,329.351,216.897,190.696,148.705,254.649,223.443,251.273,85.432,94.206,245.191,256.649,219.375,268.947,143.79,174.226,177.7,158.615,189.903,195.198,181.943,196.147,175.661,278.562,121.419,244.474,y
Fam111a,68.42733333,114.1416667,41.007,121.5703333,50.5032864,1.668071239,2.964623925,36.993,51.899,24.657,89.598,105.561,64.668,63.227,85.577,56.478,112.257,78.193,151.975,63.439,64.248,50.747,86.924,131.083,122.363,32.169,18.737,72.115,118.133,162.231,84.347,30.228,23.946,46.607,79.068,66.792,63.652,129.448,73.837,44.621,92.284,223.149,168.285,y
Gng2,52.33766667,87.34966667,22.82133333,102.4716667,2.772462,1.668963716,4.490170018,45.369,23.826,30.748,239.377,233.11,204.449,64.967,51.552,40.494,102.903,78.638,80.508,52.452,35.324,30.044,159.126,141.122,219.102,17.93,24.462,26.072,96.822,94.917,115.676,52.275,46.9,63.972,152.882,113.802,155.702,32.809,45.091,62.696,39.306,10.939,60.281,y
Wdr1,284.9223333,475.815,331.8583333,508.807,9.8681856,1.66998141,1.533205434,233.127,296.621,263.102,338.046,438.672,345.305,173.44,369.63,311.697,460.255,480.267,486.923,381.342,185.832,319.628,430.971,370.158,430.527,401.848,250.349,343.378,470.214,650.376,405.831,261.096,267.034,284.59,285.698,328.373,269.132,231.455,187.692,325.905,281.125,207.835,359.175,y
